Pesel;Nazwisko;Imie;Plec;Wiek
p09312703645;Kolakowska;Zofia;dziewczynka;3
p09301908927;Kolodziejczyk;Nina;dziewczynka;3
p09240608317;Kolodziejczyk;Przemyslaw;chlopiec;3
p09292408040;Kolodziejczyk;Zuzanna;dziewczynka;3
p09281804549;Koltan;Lena;dziewczynka;3
p09213000304;Komasinska;Matylda;dziewczynka;3
p09251509618;Komasinski;Oskar;chlopiec;3
p09251705243;Komorowska ;Amelia;dziewczynka;3
p09290210531;Komoszynski;Adrian;chlopiec;3
p09310407886;Kondratowicz;Anna;dziewczynka;3
p09210205672;Kondziela;Maksymilian;chlopiec;3
p09283101668;Konieczka;Wiktoria;dziewczynka;3
p09323103834;Konieczny;Szymon;chlopiec;3
p09301702033;Konieczynski;Jan;chlopiec;3
p09301700536;Konieczynski;Maciej;chlopiec;3
p09291602605;Konikowska;Zuzanna;dziewczynka;3
p09282406122;Korbus;Zuzanna;dziewczynka;3
p09220803758;Korcz;Sambor;chlopiec;3
p09250709835;Korda;Krzysztof;chlopiec;3
p09262502598;Korybalski;Dominik;chlopiec;3
p09212303767;Korytowska;Karolina;dziewczynka;3
p09301303357;Korzeniak;Kazimierz;chlopiec;3
p09261807885;Korzeniewicz;Laura;dziewczynka;3
p09292303833;Korzeniewski;Jakub;chlopiec;3
p09271600755;Korzeniewski;Oskar;chlopiec;3
p09280504242;Korzenska;Blanka;dziewczynka;3
p09312804308;Kosciecha;Marcelina;dziewczynka;3
p09220204214;Kosecki;Maciej;chlopiec;3
p09300710196;Koseda;Bruno;chlopiec;3
p09270207007;Kosiedowska;Karolina;dziewczynka;3
p09250412137;Kosila;Daniel;chlopiec;3
p09261704182;Kosinska;Zofia;dziewczynka;3
p09321202351;Kosior;Bartosz;chlopiec;3
p09261912927;Kos-Kleysa;Emilia;dziewczynka;3
p09271610901;Kossakowska;Aniela;dziewczynka;3
p09211506741;Kostecka;Wiktoria;dziewczynka;3
p09241002554;Koszczynski;Krystian;chlopiec;3
p09311204222;Koscielak;Kinga;dziewczynka;3
p09311204208;Koscielak;Nikola;dziewczynka;3
p09323004685;Kot;Antonina;dziewczynka;3
p09321501160;Kot;Maria;dziewczynka;3
p09282109315;Kotulska;Tomasz;chlopiec;3
p09271008683;Kowal;Amelia;dziewczynka;3
p09290501066;Kowal;Julia;dziewczynka;3
p09252705570;Kowalczuk;Gabriel;chlopiec;3
p09282105984;Kowalczuk;Michalina;dziewczynka;3
p09262304428;Kowalczyk;Antonina;dziewczynka;3
p09252002035;Kowalczyk;Kacper;chlopiec;3
p09211601378;Kowalik;Filip;chlopiec;3
p09272312758;Kowalina;Szymon;chlopiec;3
p09280605608;Kowalska;Edyta;dziewczynka;3
p09211804986;Kowalska;Malgorzata;dziewczynka;3
p09273011762;Kowalska;Malgorzata;dziewczynka;3
p09212008419;Kowalski;Dariusz;chlopiec;3
p09271606485;Kozacka;Emilia;dziewczynka;3
p09292407698;Kozak;Borys;chlopiec;3
p09241807876;Kozinski;Milosz;chlopiec;3
p09292408101;Koziol;Zuzanna;dziewczynka;3
p09302001124;Kozlowska;Aleksandra;dziewczynka;3
p09230404486;Kozlowska;Iga;dziewczynka;3
p09303005103;Kozlowska;Julia;dziewczynka;3
p09262903504;Kozlowska;Lena;dziewczynka;3
p09322806080;Kozlowska;Lena;dziewczynka;3
p09231506675;Kozlowski;Gabriel;chlopiec;3
p09230104492;Kozlowski;Oliwier;chlopiec;3
p09302901134;Kozlowski;Szymon;chlopiec;3
p09321108909;Kraczaj;Lena;dziewczynka;3
p09252506782;Kraik;Lena;dziewczynka;3
p09322705358;Krajkowski;Witold;chlopiec;3
p09280707195;Kramek;Aleksander;chlopiec;3
p09301908880;Krampa;Julia;dziewczynka;3
p09232807812;Kraska;Piotr;chlopiec;3
p09321903955;Krasowski;Szymon;chlopiec;3
p09310508167;Krawczyk;Amelia;dziewczynka;3
p09250603184;Krawczyk;Anna;dziewczynka;3
p09290203234;Krawczyk;Michal;chlopiec;3
p09252506768;Kreft;Zuzanna;dziewczynka;3
p09243005296;Krefta;Jakub;chlopiec;3
p09321707030;Krefta;Kacper;chlopiec;3
p09270806237;Krogulec;Tadeusz;chlopiec;3
p09300902861;Kromer;Blanka;dziewczynka;3
p09240601570;Krot;Patryk;chlopiec;3
p09310705373;Krol;Hubert;chlopiec;3
p09241201274;Krol;Konstanty;chlopiec;3
p09250300227;Krol;Zofia;dziewczynka;3
p09301501885;Krolikowska;Laura;dziewczynka;3
p09302011103;Krolikowska;Marta;dziewczynka;3
p09302603579;Kruk;Chrystian;chlopiec;3
p09250208969;Kruk;Zuzanna;dziewczynka;3
p09250410692;Krukowski;Karol;chlopiec;3
p09221401955;Krus;Bartosz;chlopiec;3
p09250700423;Krutul;Nina;dziewczynka;3
p09250401799;Krywuc;Tomasz;chlopiec;3
p09300502979;Krzeczkowski;Blazej;chlopiec;3
p09302204909;Krzeminska;Zuzanna;dziewczynka;3
p09301801886;Krzewicka;Maja;dziewczynka;3
p09231403217;Krzyzak;Filip;chlopiec;3
p09300506461;Krzyzanowska;Zofia;dziewczynka;3
p09212601360;Kubiaczyk;Amelia;dziewczynka;3
p09280201330;Kubiak;Tymon;chlopiec;3
p09322106333;Kubisiak;Olivier;chlopiec;3
p09230101413;Kubisiak;Wiktor;chlopiec;3
p09242202885;Kucharczyk;Sandra;dziewczynka;3
p09230202541;Kucharska;Hanna;dziewczynka;3
p09220103940;Kuciel;Pola;dziewczynka;3
p09292704320;Kuklinska;Patrycja;dziewczynka;3
p09291112313;Kulesza;Jan;chlopiec;3
p09291201019;Kulesza;Lukasz;chlopiec;3
p09251503902;Kulinska;Pola;dziewczynka;3
p09240705397;Kuliszko;Wiktor;chlopiec;3
p09260804326;Kulwikowska;Aleksandra;dziewczynka;3
p09302801205;Kulaga;Zofia;dziewczynka;3
p09322002899;Kulakowski;Michal;chlopiec;3
p09242006250;Kulakowski;Wojciech;chlopiec;3
p09292303987;Kumiszczo;Dorota;dziewczynka;3
p09261406640;Kurkowska;Oliwia;dziewczynka;3
p09253105720;Kurmel;Alicja;dziewczynka;3
p09241101604;Kurowicka;Marcelina;dziewczynka;3
p09240207639;Kurpiewski;Jakub;chlopiec;3
p09312411966;Kusmider ;Emilia;dziewczynka;3
p09262904314;Kutnik;Szymon;chlopiec;3
p09221501105;Kwasiborska;Izabela;dziewczynka;3
p09240604900;Kwasna;Anna;dziewczynka;3
p09302909729;Kwasna;Martyna;dziewczynka;3
p09300407809;Kwasniewska;Zofia;dziewczynka;3
p09280400616;Kwiatkowski;Tymon;chlopiec;3
p09281704399;Kwidzinski;Hubert;chlopiec;3
p09231304914;Labuda;Jakub;chlopiec;3
p09220204405;Labuda;Nadia;dziewczynka;3
p09260603970;Lange;Adam;chlopiec;3
p09242605503;Lange;Wiktoria;dziewczynka;3
p09242601851;Laskowski;Filip;chlopiec;3
p09271202056;Laskowski;Szymon;chlopiec;3
p09301504987;Lawendowska;Malgorzata;dziewczynka;3
p09211402658;Lehmann;Jakub;chlopiec;3
p09251503865;Leibschang;Dominika;dziewczynka;3
p09281706278;Lelakowski;Jan;chlopiec;3
p09290703970;Leman;Szymon;chlopiec;3
p09212601254;Lenartowicz;Mateusz;chlopiec;3
p09321208296;Lenartowicz;Stanislaw;chlopiec;3
p09220504833;Lesiak;Marcin;chlopiec;3
p09240300943;Lesiewicz;Magdalena;dziewczynka;3
p09221807928;Leszczynska;Julia;dziewczynka;3
p09291002313;Leszczynski;Wiktor;chlopiec;3
p09212202608;Lesniak;Amelia;dziewczynka;3
p09232102375;Lesniewski;Oskar;chlopiec;3
p09210205863;Letkiewicz;Weronika;dziewczynka;3
p09262803934;Lewandowicz;Pawel;chlopiec;3
p09231006762;Lewandowska;Oliwia;dziewczynka;3
p09280407873;Lewandowski;Franciszek;chlopiec;3
p09232501396;Lewandowski;Jacek;chlopiec;3
p09300501077;Lewandowski;Krzysztof;chlopiec;3
p09252502849;Lewicka;Kinga;dziewczynka;3
p09322109039;Licbarski;Damian;chlopiec;3
p09262903528;Liszek;Gabriela;dziewczynka;3
p09270603797;Liszewski;Aleksander;chlopiec;3
p09220910977;Litkowski;Jakub;chlopiec;3
p09220704257;Litwin;Nikodem;chlopiec;3
p09210603142;Litwinska;Oliwia;dziewczynka;3
p09220502022;Lubinska;Antonina;dziewczynka;3
p09282503065;Lubocka;Karolina;dziewczynka;3
p09282906226;Lubocka;Lena;dziewczynka;3
p09311308797;Luzar;Wiktor;chlopiec;3
p09232804215;Lahoda ;Nikodem;chlopiec;3
p09221602653;Lasak;Jacek;chlopiec;3
p09292007652;Laski;Krystian;chlopiec;3
p09253000452;Laszewski;Adam;chlopiec;3
p09230701774;Lawniczek;Marcin;chlopiec;3
p09292704238;Lawrynowicz;Piotr;chlopiec;3
p09210205900;Lazarska;Olimpia;dziewczynka;3
p09233003767;Lagiewka;Zofia;dziewczynka;3
p09261108078;Legosz;Szymon;chlopiec;3
p09232400275;Lobaczewski;Adrian;chlopiec;3
p09262104332;Lojko;Mateusz;chlopiec;3
p09211212916;Lojko;Simon;chlopiec;3
p09280501676;Lozynski;Konrad;chlopiec;3
p09322405753;Lugiewcz;Adam;chlopiec;3
p09222605068;Lugin;Julia;dziewczynka;3
p09300605795;Lukasiewicz;Wiktor;chlopiec;3
p09232006853;Lunkiewicz;Krzysztof;chlopiec;3
p09211803947;Lysik;Edyta;dziewczynka;3
p09241107396;Mach;Jakub;chlopiec;3
p09211202548;Mach;Martyna;dziewczynka;3
p09261403685;Macko;Hanna;dziewczynka;3
p09291108255;Mackiewicz;Tymon;chlopiec;3
p09313005289;Majewska;Alicja;dziewczynka;3
p09220709429;Majewska;Amelia;dziewczynka;3
p09311109183;Majewska;Oliwia;dziewczynka;3
p09211702536;Makarski;Szymon;chlopiec;3
p09221302980;Makowska;Aleksandra;dziewczynka;3
p09232501310;Malak;Damian;chlopiec;3
p09252509938;Malanowski;Maciej;chlopiec;3
p09273102866;Maleszewska;Zofia;dziewczynka;3
p09250704311;Malewski ;Szymon;chlopiec;3
p09222504664;Malik;Zuzanna;dziewczynka;3
p09321607149;Malinowska;Wiktoria;dziewczynka;3
p09261201672;Malinowski;Bruno;chlopiec;3
p09252602105;Maliszewska;Lena;dziewczynka;3
p09321607125;Marczak;Oliwia;dziewczynka;3
p09302204886;Marek;Antonina;dziewczynka;3
p09240906651;Marjanski;Michal;chlopiec;3
p09320300586;Markiewicz;Natalia;dziewczynka;3
p09211601392;Marszalek;Igor;chlopiec;3
p09220413715;Maryks;Siergiej;chlopiec;3
p09281208800;Marynowska;Oktawia;dziewczynka;3
p09301004012;Masa;Marcjusz;chlopiec;3
p09231602463;Maskiewicz;Anna;dziewczynka;3
p09282500512;Maslowski;Krzysztof;chlopiec;3
p09282406375;Maslowski;Mikolaj;chlopiec;3
p09323004753;Matczak;Kacper;chlopiec;3
p09240102323;Matczak;Maria;dziewczynka;3
p09232200493;Mateja;Stanislaw;chlopiec;3
p09212303804;Matuszak;Zofia;dziewczynka;3
p09320302458;Matviyenko;Wiktor;chlopiec;3
p09323004647;Mauruszewicz;Nadia;dziewczynka;3
p09321708826;Mazanek;Zuzanna;dziewczynka;3
p09310408207;Mazarewicz;Lena;dziewczynka;3
p09252205100;Mazur;Amelia;dziewczynka;3
p09280908930;Mazur;Damian;chlopiec;3
p09211202371;Mazurek;Artur;chlopiec;3
p09322602686;Mazurkiewicz;Martyna;dziewczynka;3
p09311005168;Mazurowska;Anita;dziewczynka;3
p09211702550;Mazurowski;Mateusz;chlopiec;3
p09262506578;Maczkowski;Artur;chlopiec;3
p09252004600;Madrala;Oliwia;dziewczynka;3
p09231006809;Madrawska;Marta;dziewczynka;3
p09210200172;Madry;Hubert;chlopiec;3
p09283101620;Melerska;Maria;dziewczynka;3
p09291308686;Melnyczok;Amelia;dziewczynka;3
p09270603520;Melon;Lena;dziewczynka;3
p09230305527;Miakinkow;Monika;dziewczynka;3
p09292105879;Mical;Jan;chlopiec;3
p09273000270;Michalak ;Damian;chlopiec;3
p09220402827;Michalska;Weronika;dziewczynka;3
p09231801671;Michalski;Piotr;chlopiec;3
p09290803670;Michniewicz;Jacek;chlopiec;3
p09300900678;Miedzianowski;Filip;chlopiec;3
p09262005206;Miedzierska;Olivia;dziewczynka;3
p09233007082;Mielcarz;Kornelia;dziewczynka;3
p09242103469;Mienik;Zuzanna;dziewczynka;3
p09252710578;Mierzwa;Marcel;chlopiec;3
p09242302233;Mika;Maksymilian;chlopiec;3
p09312206728;Mika;Nina;dziewczynka;3
p09210102757;Milczewski;Dominic;chlopiec;3
p09222106026;Milnikel;Jagoda;dziewczynka;3
p09212509149;Miszewska;Oliwia;dziewczynka;3
p09310705397;Mlotkowski;Dawid;chlopiec;3
p09212213046;Morawczynska;Katarzyna;dziewczynka;3
p09291303759;Morawski;Fabian;chlopiec;3
p09271706338;Morawski;Szymon;chlopiec;3
p09312505759;Moryl;Dominik;chlopiec;3
p09281600787;Motylinska;Martyna;dziewczynka;3
p09251503940;Mroszczyk;Aleksandra;dziewczynka;3
p09210205696;Mroz;Hubert;chlopiec;3
p09262502826;Mroz;Zofia;dziewczynka;3
p09250202567;Mucha;Sabina;dziewczynka;3
p09213109478;Muchowski;Stanislaw;chlopiec;3
p09271602498;Murawski;Aleksander;chlopiec;3
p09252900869;Murczynska;Maja;dziewczynka;3
p09222101830;Musial;Igor;chlopiec;3
p09220109052;Myslinski;Kacper;chlopiec;3
p09251305535;Myslinski;Wojciech;chlopiec;3
p09322907675;Napiwodzki;Fabian;chlopiec;3
p09311103507;Nejczewa;Zuzanna;dziewczynka;3
p09261804516;Niedzielski;Jakub;chlopiec;3
p09252801511;Niedzielski;Olivier;chlopiec;3
p09231205437;Nieweglowski;Oskar;chlopiec;3
p09260706413;Niewiadomski;Julian;chlopiec;3
p09253006083;Niewiarowska;Zofia;dziewczynka;3
p09281108889;Norkowska;Wiktoria;dziewczynka;3
p09322103828;Nowak;Joanna;dziewczynka;3
p09210611068;Nowak;Wiktoria;dziewczynka;3
p09301604243;Nowakowska;Julia;dziewczynka;3
p09321003945;Nowakowska;Julia;dziewczynka;3
p09221007786;Nowakowska;Klaudia;dziewczynka;3
p09280800379;Nowosielski;Mikolaj;chlopiec;3
p09310610886;Obarowska;Hanna;dziewczynka;3
p09250611482;Obarzanek;Nikola;dziewczynka;3
p09322806042;Oberda;Aleksandra;dziewczynka;3
p09261003380;Ochocka;Zuzanna;dziewczynka;3
p09272005399;Odya;Michal;chlopiec;3
p09260208380;Ogorek;Gabriela;dziewczynka;3
p09291006614;Ogrodowczyk;Jedrzej;chlopiec;3
p09310807068;Olewnik;Kamila;dziewczynka;3
p09291101036;Olichwier;Grzegorz;chlopiec;3
p09253002393;Olszewski;Dawid;chlopiec;3
p09242202694;Olszewski;Igor;chlopiec;3
p09211902035;Olszowka;Dawid;chlopiec;3
p09260603994;Oprawko;Kamil;chlopiec;3
p09262308644;Orzel;Milena;dziewczynka;3
p09321608553;Orzel;Piotr;chlopiec;3
p09291111626;Orzol;Klaudia;dziewczynka;3
p09251505911;Ostafin;Julian;chlopiec;3
p09262502840;Ostapczuk;Magdalena;dziewczynka;3
p09261602039;Ostapczuk;Michal;chlopiec;3
p09210401108;Ostapska;Lilianna;dziewczynka;3
p09280700730;Ostrowski;Mateusz;chlopiec;3
p09281104236;Ostrowski;Tymoteusz;chlopiec;3
p09321507463;Ostwald;Hanna;dziewczynka;3
p09312107258;Osuch;Antoni;chlopiec;3
p09241107358;Osuch;Jan;chlopiec;3
p09250809016;Owczarczyk;Milosz;chlopiec;3
p09290600963;Owczarska;Lena;dziewczynka;3
p09212704926;Owsicka;Dominika;dziewczynka;3
p09222003033;Ozon;Ksawery;chlopiec;3
p09242902884;Paliwoda;Tola;dziewczynka;3
p09230508203;Paluch;Julia;dziewczynka;3
p09230508180;Paluch;Martyna;dziewczynka;3
p09311005229;Paner;Ewa;dziewczynka;3
p09250303312;Panfil;Adrian;chlopiec;3
p09312704714;Paniec;Borys;chlopiec;3
p09262309553;Pankiewicz;Franciszek;chlopiec;3
p09270306744;Pankow;Agata;dziewczynka;3
p09310310496;Panczak;Milosz;chlopiec;3
p09322106265;Pasierowska;Julia;dziewczynka;3
p09292311766;Pastuszka;Julia;dziewczynka;3
p09301500334;Paszkowski;Sebastian;chlopiec;3
p09221804109;Pawelczak;Gabriela;dziewczynka;3
p09211700664;Pawelczak;Michalina;dziewczynka;3
p09272509084;Pawlak;Latika;dziewczynka;3
p09231803291;Pawlak;Mateusz;chlopiec;3
p09300300737;Pawlak;Nikodem;chlopiec;3
p09302406813;Pawlak;Nikodem;chlopiec;3
p09222607794;Pawlak;Norbert;chlopiec;3
p09321003938;Pawlak;Oliwier;chlopiec;3
p09271613355;Pawlaszek;Adam;chlopiec;3
p09302906115;Pawlowicz;Jan;chlopiec;3
p09290504083;Pawlowska;Liliana;dziewczynka;3
p09282503171;Penkowski;Konrad;chlopiec;3
p09211907047;Petrykowska;Nikola;dziewczynka;3
p09312503436;Petrynski;Patryk;chlopiec;3
p09282003299;Peczak;Igor;chlopiec;3
p09242807097;Pedzich;Wiktor;chlopiec;3
p09221406714;Pekala;Igor;chlopiec;3
p09322205766;Piasecka;Oliwia;dziewczynka;3
p09231304365;Pieczonka;Justyna;dziewczynka;3
p09272310589;Piekarska;Lucja;dziewczynka;3
p09263003708;Piekut;Maja;dziewczynka;3
p09321207134;Pieterson;Mateusz;chlopiec;3
p09250711632;Pietkiewicz;Oliwier;chlopiec;3
p09321307049;Pietralska;Anna;dziewczynka;3
p09232313571;Pietrucha;Tymoteusz;chlopiec;3
p09272904292;Pilewski;Hubert;chlopiec;3
p09301705654;Pinker;Aleksander;chlopiec;3
p09261604024;Piotrowska;Nikola;dziewczynka;3
p09230807197;Piotrowski;Natan;chlopiec;3
p09280307616;Piotrowski;Wojciech;chlopiec;3
p09292210133;Piorecki;Aleksander;chlopiec;3
p09262304480;Piorkowska;Katarzyna;dziewczynka;3
p09272600396;Piorkowski;Jakub;chlopiec;3
p09251600999;Pisarczyk;Jakub;chlopiec;3
p09291801141;Piszczek;Anita;dziewczynka;3
p09260209138;Pitkiewicz;Mateusz;chlopiec;3
p09261612452;Piwonski;Mateusz;chlopiec;3
p09252809458;Plichta;Adrian;chlopiec;3
p09292707224;Placzkowska;Zofia;dziewczynka;3
p09321010297;Plocharski;Piotr;chlopiec;3
p09252203191;Plociniak;Szymon;chlopiec;3
p09230102452;Polonski;Cyprian;chlopiec;3
p09281604637;Polonski;Krystian;chlopiec;3
p09260208328;Polubinska;Oliwia;dziewczynka;3
p09232900072;Polubinski;Janusz;chlopiec;3
p09261902245;Pomian;Patrycja;dziewczynka;3
p09232904922;Popielarska;Klaudia;dziewczynka;3
p09300108526;Popiolek;Wiktoria;dziewczynka;3
p09291204685;Pozorska;Urszula;dziewczynka;3
p09302004608;Pozorska;Zuzanna;dziewczynka;3
p09213010802;Preiss;Hanna;dziewczynka;3
p09292506410;Preiss;Michal;chlopiec;3
p09273002166;Preizner;Zofia;dziewczynka;3
p09291308211;Presler;Kacper;chlopiec;3
p09251602335;Prociewicz;Maciej;chlopiec;3
p09251508259;Prondzinski;Franciszek;chlopiec;3
p09301601097;Pronobis;Jan;chlopiec;3
p09270703541;Prosniewska;Kornelia;dziewczynka;3
p09221309741;Pryska;Hanna;dziewczynka;3
p09281705208;Przychodzka;Maja;dziewczynka;3
p09301902006;Przyczyna;Karolina;dziewczynka;3
p09231205277;Przytarski;Karol;chlopiec;3
p09210607375;Przytula;Igor;chlopiec;3
p09231000568;Przywarska;Emilia;dziewczynka;3
p09250611796;Przywarski;David;chlopiec;3
p09270603506;Pydo;Aleksandra;dziewczynka;3
p09212606617;Pydynkowski;Filip;chlopiec;3
p09270403861;Rabinowicz;Paulina;dziewczynka;3
p09212200408;Racewicz;Julianna;dziewczynka;3
p09282710458;Radomski;Cezary;chlopiec;3
p09252103873;Radomski;Olivier;chlopiec;3
p09211002933;Rafalak;Dawid;chlopiec;3
p09241002189;Rafalska;Magdalena;dziewczynka;3
p09241502641;Rafinska;Joanna;dziewczynka;3
p09221205443;Ramlo;Monika;dziewczynka;3
p09321305122;Rautenberg;Agnieszka;dziewczynka;3
p09262908677;Reczek;Edgar;chlopiec;3
p09311806622;Reczek;Emilia;dziewczynka;3
p09321203390;Rembisz;Antoni;chlopiec;3
p09303005134;Resmer;Rafal;chlopiec;3
p09230900777;Reszczynski;Olivier;chlopiec;3
p09302909767;Reszka;Hanna;dziewczynka;3
p09261703075;Reszka;Pawel;chlopiec;3
p09220100398;Reczmin;Maksymilian;chlopiec;3
p09260908143;Riegel;Natalia;dziewczynka;3
p09282704107;Riemer;Maja;dziewczynka;3
p09271500741;Rogowska;Maja;dziewczynka;3
p09311907224;Rogowska;Matylda;dziewczynka;3
p09311507233;Rogowski;Iwo;chlopiec;3
p09280501652;Rogozynski;Szymon;chlopiec;3
p09292810890;Rolbiecki;Aleksander;chlopiec;3
p09250110981;Roman;Marlena;dziewczynka;3
p09291602575;Roman;Mateusz;chlopiec;3
p09222504688;Roman;Natalia;dziewczynka;3
p09272003908;Romanowska;Joanna;dziewczynka;3
p09292803906;Romanczuk;Nadia;dziewczynka;3
p09211301568;Rombalska;Zuzanna;dziewczynka;3
p09281604651;Rombalski;Igor;chlopiec;3
p09212704964;Rompczyk;Patrycja;dziewczynka;3
p09261011398;Ropel;Emilian;chlopiec;3
p09321203147;Rosa;Lena;dziewczynka;3
p09210503923;Rosiewicz;Ada;dziewczynka;3
p09281705017;Rosploch;Patryk;chlopiec;3
p09232608970;Rossa;Jakub;chlopiec;3
p09261002938;Rossa;Jan;chlopiec;3
p09322801993;Rostkowski;Wiktor;chlopiec;3
p09312306527;Roz;Malgorzata;dziewczynka;3
p09232904946;Rubach;Julia;dziewczynka;3
p09282207679;Rucinski;Kacper;chlopiec;3
p09250208556;Rusajczyk;Antoni;chlopiec;3
p09302007557;Rusak;Leon;chlopiec;3
p09232102337;Rutkowski;Antoni;chlopiec;3
p09292311735;Rutkowski;Fryderyk;chlopiec;3
p09261808077;Rutkowski;Igor;chlopiec;3
p09281706810;Rutkowski;Maciej;chlopiec;3
p09211900552;Rybski;Natan;chlopiec;3
p09322103910;Ryckie;Grzegorz;chlopiec;3
p09213008807;Rycombel;Zofia;dziewczynka;3
p09212100623;Rymarkiewicz;Zofia;dziewczynka;3
p09261509244;Ryngwelska;Maja;dziewczynka;3
p09252203276;Rywelski;Leon;chlopiec;3
p09302806088;Rzepkowska;Paulina;dziewczynka;3
p09222703261;Rzepnicka;Roza;dziewczynka;3
p09310202672;Rzepnicki;Wojciech;chlopiec;3
p09302901097;Sadowski;Igor;chlopiec;3
p09312505773;Sadowski;Jakub;chlopiec;3
p09241903695;Sadowski;Krzysztof;chlopiec;3
p09230300867;Safianowska ;Natalia;dziewczynka;3
p09272400972;Sahin;Kacper;chlopiec;3
p09281104205;Sajdych;Wiktoria;dziewczynka;3
p09310508570;Sakowicz;Alan;chlopiec;3
p09281904041;Sawicka;Barbara;dziewczynka;3
p09220406760;Sawicka;Dominika;dziewczynka;3
p09290703420;Schmidt;Iga;dziewczynka;3
p09211401862;Schmidtke;Dominika;dziewczynka;3
p09252011778;Schulz;Jan;chlopiec;3
p09221401931;Schulz;Jedrzej;chlopiec;3
p09262608942;Schulz;Nicole;dziewczynka;3
p09230700292;Seredynski;Jan;chlopiec;3
p09303005042;Seroka;Aleksandra;dziewczynka;3
p09310511064;Serwadczak;Martyna;dziewczynka;3
p09321608980;Serwin;Marta;dziewczynka;3
p09323004777;Siedlar;Mateusz;chlopiec;3
p09292506533;Siedlecki;Jan;chlopiec;3
p09311308483;Siejka;Anastazja;dziewczynka;3
p09231504086;Siejka;Hanna;dziewczynka;3
p09261307378;Sieroslawski;Oktawian;chlopiec;3
p09310610909;Silaczuk;Julia;dziewczynka;3
p09231303890;Silakowski;Hubert;chlopiec;3
p09210107158;Siminski;Bartosz;chlopiec;3
p09271706291;Siminski;Fabian;chlopiec;3
p09240714955;Skabara;Radoslaw;chlopiec;3
p09230706618;Skalski;Przemyslaw;chlopiec;3
p09251705038;Skoczen;Michal;chlopiec;3
p09300902847;Skoczylas;Ewelina;dziewczynka;3
p09240803774;Skoczylas;Kacper;chlopiec;3
p09222412170;Skowerski;Lukasz;chlopiec;3
p09250309295;Skowron;Tymoteusz;chlopiec;3
p09241800909;Skorzynska ;Zuzanna;dziewczynka;3
p09272900717;Skrzeczkowski;Patryk;chlopiec;3
p09261807823;Skrzek;Helena;dziewczynka;3
p09211501845;Skrzynska;Nina;dziewczynka;3
p09302801274;Skubij;Antoni;chlopiec;3
p09321401422;Skwiercz;Maja;dziewczynka;3
p09230503611;Skwierz;Mikolaj;chlopiec;3
p09311308759;Slazewicz;Dawid;chlopiec;3
p09323105621;Sobaszek;Kalina;dziewczynka;3
p09210900942;Sobolewska;Malgorzata;dziewczynka;3
p09212501615;Sobolewski;Dawid;chlopiec;3
p09270404312;Sobon;Mateusz;chlopiec;3
p09231301690;Sobotka;Pawel;chlopiec;3
p09250401843;Socha;Agata;dziewczynka;3
p09321201022;Sochacka;Liliana;dziewczynka;3
p09233006791;Sora;Wiktor;chlopiec;3
p09270901895;Sosnowski;Blazej;chlopiec;3
p09302400695;Sosnowy;Alan;chlopiec;3
p09302801236;Sowa;Krystian;chlopiec;3
p09232907574;Sowanski;Kacper;chlopiec;3
p09211404100;Sowinska;Maja;dziewczynka;3
p09220101177;Spanily;Alan;chlopiec;3
p09310705410;Specht;Franciszek;chlopiec;3
p09211105506;Spieck-Naji;Zofia;dziewczynka;3
p09300704845;Splisgart;Inka;dziewczynka;3
p09292809414;Spodobalski;Adam;chlopiec;3
p09273007949;Sroczynska;Zuzanna;dziewczynka;3
p09300205315;Sroga;Pawel;chlopiec;3
p09260102028;Srogosz;Antonina;dziewczynka;3
p09282704046;Stachowska ;Lena;dziewczynka;3
p09292506557;Stachowski;Gabriel;chlopiec;3
p09261304658;Stachowski;Hubert;chlopiec;3
p09280601208;Stanislawska;Agata;dziewczynka;3
p09291801189;Stankowska;Nadia;dziewczynka;3
p09242304471;Stanulewicz;Aleks;chlopiec;3
p09311005144;Stanczyk;Wiktoria;dziewczynka;3
p09231401338;Starczewski;Mateusz;chlopiec;3
p09231904671;Starczewski;Tymon;chlopiec;3
p09321509700;Staszkiewicz;Aleksandra;dziewczynka;3
p09241607902;Stawarz;Maja;dziewczynka;3
p09241409115;Stecki;Michal;chlopiec;3
p09311402033;Stencel;Bartosz;chlopiec;3
p09242807134;Stencel;Konrad;chlopiec;3
p09262302846;Stopinska;Malgorzata;dziewczynka;3
p09271102899;Strambowski;Bartosz;chlopiec;3
p09311402019;Strehlau;Kacper;chlopiec;3
p09231205413;Strobin;Mateusz;chlopiec;3
p09282608258;Strojek;Antoni;chlopiec;3
p09281908014;Strzalkowski;Filip;chlopiec;3
p09261101774;Strzecki;Wojciech;chlopiec;3
p09242302288;Strzelczyk;Wiktoria;dziewczynka;3
p09212302247;Strzelecka;Martyna;dziewczynka;3
p09230408244;Studzinska;Martyna;dziewczynka;3
p09221400954;Studzinski;Dorian;chlopiec;3
p09280809132;Studzinski;Igor;chlopiec;3
p09310600579;Studzinski;Michal;chlopiec;3
p09221400930;Studzinski;Mikolaj;chlopiec;3
p09250405083;Stybor ;Magdalena;dziewczynka;3
p09231604366;Styla;Agnieszka;dziewczynka;3
p09280803334;Subiel;Marcel;chlopiec;3
p09222612976;Sumislawski;Maciej;chlopiec;3
p09242605466;Surma;Julia;dziewczynka;3
p09271706376;Surma;Michal;chlopiec;3
p09290306166;Suska;Weronika;dziewczynka;3
p09292109996;Swoboda;Igor;chlopiec;3
