Pesel;Numer_preferencji;Id_przedszkola
p06261002777;1;33
p07301710627;1;60
p08210200755;1;42
p09252002035;1;25
p09252002035;2;40
p09252002035;3;38
p07262207079;1;76
p07310501197;1;55
p09303005103;1;60
p09303005103;2;76
p09303005103;3;56
p09323105621;1;53
p07292807845;1;21
p09232501310;1;6
p09232501310;2;49
p09261604710;1;50
p09261604710;2;21
p09261604710;3;3
p09301303289;1;45
p09301303289;2;22
p09301303289;3;53
p09241300768;1;13
p09241300768;2;23
p09241300768;3;49
p09280702299;1;46
p09280702299;2;43
p09211506741;1;66
p09211506741;2;46
p09312704714;1;64
p09312704714;2;46
p09282400584;1;17
p09282400584;2;2
p09282400584;3;61
p08241001532;1;76
p08241001532;2;56
p09271706376;1;2
p09271706376;2;57
p09271706376;3;23
p09292303833;1;56
p09292303833;2;76
p09270112640;1;48
p09270112640;2;44
p09270112640;3;40
p06311001507;1;76
p09280809132;1;9
p08261009495;1;56
p08261009495;2;76
p09311904610;1;32
p09311904610;2;6
p08231501345;1;22
p07261813491;1;48
p07261813491;2;40
p07281809038;1;4
p09311005144;1;60
p09311005144;2;56
p09311005144;3;76
p09213010802;1;52
p09300101727;1;2
p09300101727;2;61
p09300101727;3;55
p07250701376;1;57
p08300713666;1;56
p09231006786;1;32
p09231006786;2;6
p08271907176;1;49
p07310901553;1;51
p08322103531;1;49
p09251802971;1;51
p09251802971;2;1
p09292408040;1;66
p09292408040;2;61
p07300801562;1;64
p09302801298;1;20
p09302801298;2;26
p09282201383;1;55
p09291001640;1;66
p09291001640;2;61
p09291001640;3;76
p09240504897;1;61
p09240504897;2;55
p09251605765;1;76
p09251605765;2;60
p09251605765;3;56
p08250500798;1;57
p09281704399;1;22
p09281704399;2;35
p09322002899;1;49
p09322002899;2;57
p09251508259;1;44
p09251508259;2;48
p09251508259;3;40
p09233103085;1;48
p09233103085;2;44
p08211704906;1;60
p08230703090;1;76
p09231304914;1;2
p09231304914;2;17
p09231304914;3;55
p08210108534;1;10
p09322302166;1;2
p09322302166;2;17
p07272600996;1;5
p07272600996;2;21
p09270306744;1;32
p09270306744;2;56
p09212213046;1;26
p08281104963;1;56
p08281104963;2;76
p08281104963;3;4
p09220502022;1;25
p09220502022;2;38
p09220502022;3;40
p08320200551;1;45
p06280801799;1;52
p09310403981;1;46
p09310403981;2;43
p09310403981;3;25
p09261612452;1;40
p09261612452;2;25
p07232400912;1;46
p07262607718;1;48
p09262304480;1;76
p09262304480;2;39
p09262304480;3;3
p09323007176;1;49
p09323007176;2;55
p09291002313;1;38
p09291002313;2;44
p09291002313;3;48
p09211212916;1;56
p09211212916;2;60
p09211212916;3;76
p09231205437;1;25
p09231205437;2;43
p09232900072;1;60
p09232900072;2;56
p09232900072;3;76
p09211501821;1;26
p09211501821;2;23
p09211501821;3;10
p08211804163;1;21
p09260603970;1;5
p09260603970;2;10
p09260603970;3;39
p08250705506;1;20
p07282700796;1;66
p09292007652;1;57
p09292007652;2;61
p09292007652;3;34
p08221409925;1;4
p08221409925;2;46
p08221409925;3;40
p09232313571;1;20
p09232313571;2;23
p09232313571;3;13
p07280202696;1;44
p08262903804;1;52
p09292506670;1;45
p09251408344;1;60
p09251408344;2;66
p09251408344;3;76
p08291704218;1;48
p08281209514;1;3
p09301908927;1;31
p09301908927;2;59
p09301908927;3;52
p09271008683;1;61
p09271008683;2;57
p08252202711;1;61
p08250308013;1;56
p08250308013;2;76
p09300407809;1;56
p09300407809;2;76
p08292401787;1;21
p07312208337;1;76
p07312208337;2;56
p07312208337;3;50
p09300201144;1;76
p09300201144;2;56
p09300201144;3;60
p08252703168;1;37
p09232102337;1;66
p09232102337;2;53
p09241707473;1;2
p09241707473;2;17
p09241707473;3;55
p07301303391;1;55
p09321003938;1;66
p09321003938;2;61
p09220709429;1;52
p09220709429;2;48
p07281405395;1;22
p09292211486;1;56
p09292211486;2;76
p09292211486;3;60
p08271501677;1;56
p08271501677;2;76
p09250704311;1;61
p09250704311;2;66
p09250704311;3;57
p08242700812;1;53
p08312706948;1;49
p09310104752;1;46
p09310104752;2;64
p06310904801;1;43
p08232302846;1;20
p08232302846;2;23
p08260800271;1;43
p08321606950;1;76
p08321606950;2;2
p08321606950;3;56
p09300501077;1;66
p08260613198;1;57
p08251007508;1;25
p09250709835;1;52
p07280713008;1;4
p08320501089;1;61
p06270706307;1;51
p08261605912;1;14
p09240601570;1;49
p06221600520;1;49
p07210304353;1;32
p09251508174;1;56
p09251508174;2;60
p09251508174;3;76
p07322603515;1;66
p09251508273;1;56
p09251508273;2;60
p09251508273;3;76
p08240200932;1;42
p06211200491;1;42
p08213111483;1;56
p08213111483;2;76
p08213111483;3;3
p09253105720;1;37
p09253105720;2;46
p09321205422;1;76
p09321205422;2;60
p09321205422;3;56
p09310909562;1;52
p08270606427;1;23
p08301302267;1;38
p08281704620;1;76
p08281704620;2;2
p08281704620;3;21
p07231600108;1;66
p09282105984;1;35
p09282105984;2;22
p09282105984;3;23
p09231108044;1;31
p09231108044;2;59
p09231108044;3;9
p09240105012;1;17
p09240105012;2;2
p09240105012;3;20
p09271706352;1;53
p09261810553;1;10
p07320500319;1;64
p07312709913;1;20
p09270400851;1;10
p09270400851;2;21
p07220702350;1;49
p09302106218;1;61
p09302106218;2;2
p09302106218;3;23
p09291108255;1;60
p09291108255;2;56
p09291108255;3;76
p09283004398;1;56
p09283004398;2;76
p09283004398;3;60
p09280206519;1;76
p09280206519;2;56
p09280206519;3;61
p09310610886;1;61
p09310610886;2;2
p09310610886;3;23
p09310610909;1;61
p09310610909;2;2
p09310610909;3;23
p09261307545;1;37
p09261307545;2;43
p09232904946;1;56
p09232904946;2;76
p09232904946;3;60
p09302909767;1;53
p09302909729;1;53
p09261807823;1;76
p09261807823;2;56
p09272500689;1;22
p09272500689;2;23
p07271200142;1;50
p09280306592;1;55
p09280306592;2;26
p09280306592;3;56
p08231409636;1;40
p09310705410;1;53
p08312700911;1;76
p07250409236;1;48
p09282607066;1;2
p09280109287;1;31
p07261400138;1;31
p07261400138;2;56
p07272400527;1;48
p07291101926;1;60
p09211002933;1;60
p09211002933;2;76
p09211002933;3;17
p07242000243;1;53
p09212010438;1;57
p08312106564;1;9
p09280312430;1;26
p09280312430;2;17
p09280312430;3;61
p09300506461;1;56
p09300506461;2;39
p09300506461;3;5
p09240803774;1;1
p08321306973;1;76
p08321306973;2;56
p08321306973;3;21
p09323107357;1;56
p09323107357;2;76
p09323107357;3;61
p08292006005;1;51
p08292006005;2;47
p08282200644;1;56
p08282200644;2;76
p09262204605;1;23
p09262204605;2;35
p09262204605;3;42
p07321200744;1;4
p07311802792;1;66
p08302100079;1;76
p08302100079;2;56
p08281704644;1;21
p08281704644;2;32
p08281704644;3;76
p09301902006;1;76
p09301902006;2;17
p09301902006;3;61
p09260102059;1;61
p09260102059;2;13
p09260102059;3;57
p09222504725;1;56
p09222504725;2;76
p09222504725;3;60
p09301303357;1;56
p09301303357;2;32
p09301303357;3;6
p08291508546;1;40
p06302507933;1;22
p07251711774;1;56
p07270105189;1;25
p09322202893;1;25
p09322202893;2;40
p08321000563;1;26
p09312902686;1;48
p09312902686;2;40
p09312902686;3;38
p09300905567;1;26
p09300905567;2;20
p09300905567;3;57
p09262704631;1;60
p09262704631;2;76
p09262704631;3;56
p08301103134;1;25
p07300801555;1;39
p08250500644;1;59
p09302801205;1;22
p09302801205;2;23
p08320701212;1;14
p07310600209;1;2
p06262303853;1;56
p07280306116;1;50
p08232001738;1;56
p08232001738;2;59
p08232001738;3;76
p08300705627;1;4
p08300705627;2;46
p09292210133;1;10
p09292210133;2;5
p09292210133;3;34
p07260900943;1;42
p08290805415;1;13
p09301908880;1;76
p09301908880;2;60
p09301908880;3;56
p07230511199;1;49
p09281208800;1;60
p09281208800;2;76
p09281208800;3;56
p07300400570;1;20
p08302801284;1;38
p09233003767;1;40
p09233003767;2;38
p09313003584;1;2
p09313003584;2;17
p09313003584;3;55
p09250410487;1;66
p09250410487;2;57
p09301801886;1;40
p09301801886;2;48
p09301801886;3;44
p08320208405;1;59
p09242202694;1;61
p09242202694;2;23
p09242202694;3;66
p06301809470;1;25
p09212010476;1;57
p08303000507;1;49
p09272301471;1;66
p07211904828;1;20
p08220701103;1;47
p08220701103;2;59
p08220701103;3;21
p07280202603;1;3
p08301302304;1;32
p08301302304;2;56
p08301302304;3;76
p09211803947;1;53
p07282302776;1;39
p09271803899;1;4
p09303005080;1;39
p09303005080;2;60
p09303005080;3;76
p07321903203;1;33
p09231902624;1;49
p09270403861;1;4
p07321400441;1;13
p09230106807;1;48
p09230106807;2;44
p09280810280;1;60
p09280810280;2;32
p09280810280;3;49
p06250410134;1;13
p07272001896;1;22
p07271900813;1;38
p09231006809;1;35
p09231006809;2;22
p09241805850;1;35
p09241805850;2;26
p09241805850;3;23
p09322805690;1;43
p09322805690;2;38
p09322805690;3;40
p09302003270;1;45
p08210401286;1;38
p08260900223;1;57
p08320602087;1;48
p08320602087;2;40
p08311000333;1;57
p08242912835;1;4
p09233102794;1;17
p09233102794;2;2
p09233102794;3;61
p09232504832;1;37
p09232504832;2;25
p09232504832;3;43
p08260400464;1;39
p08221407022;1;4
p07280306093;1;38
p08281603578;1;60
p08211201755;1;34
p08241106206;1;47
p07280902183;1;47
p07242002665;1;1
p07222600106;1;48
p08291901004;1;2
p09252502849;1;61
p09252502849;2;76
p09252502849;3;57
p07291803477;1;66
p08261601840;1;44
p07222500901;1;13
p08222007177;1;33
p09222302675;1;21
p09222302675;2;10
p09222302675;3;39
p08322201772;1;40
p08322201772;2;43
p08322201772;3;46
p07291404210;1;6
p08261903966;1;4
p09211902035;1;76
p09211902035;2;56
p09211902035;3;60
p09221007786;1;1
p09221007786;2;13
p09221007786;3;23
p09251214509;1;32
p08320901100;1;32
p08320901100;2;76
p08320901100;3;56
p09271102929;1;14
p09271711107;1;32
p09271711107;2;56
p09271711107;3;76
p09261403708;1;22
p09261403708;2;23
p08291605168;1;47
p07311804985;1;60
p08262800972;1;46
p08221810910;1;1
p07220302895;1;38
p09311211376;1;21
p09311211376;2;46
p09311211376;3;50
p09322405753;1;60
p09322405753;2;76
p09322405753;3;56
p07221603544;1;60
p09220600171;1;31
p09220600171;2;50
p09280501676;1;13
p09280501676;2;20
p09280501676;3;23
p09210409205;1;4
p09210409205;2;50
p09220704257;1;60
p09220704257;2;56
p07253005033;1;21
p09232102375;1;48
p09232102375;2;40
p09232102375;3;44
p09260208380;1;32
p09260208380;2;6
p09260208380;3;56
p08262600718;1;57
p08270605655;1;56
p06283001301;1;56
p07250200998;1;57
p09231210763;1;4
p09231210763;2;64
p08241104709;1;49
p09241403676;1;60
p09241403676;2;56
p09241403676;3;76
p09221903419;1;76
p09221903419;2;56
p09221903419;3;60
p09320905248;1;6
p09320905248;2;49
p09320905248;3;3
p08292313198;1;35
p07292603700;1;49
p07241001269;1;38
p08272001794;1;10
p09310602182;1;55
p09310602182;2;20
p09310602182;3;39
p09251109573;1;64
p09251109573;2;43
p08310711054;1;48
p08310711054;2;9
p08310711054;3;40
p07252000138;1;4
p09243005333;1;4
p09243005333;2;64
p08300705603;1;25
p07250501556;1;14
p09290902881;1;51
p09230508203;1;55
p07311410108;1;66
p08300601220;1;40
